Timestamp,InstanceType,ProductDescription,SpotPrice,AvailabilityZone
2023-12-16 23:32:09+00:00,c5a.2xlarge,Linux/UNIX,0.180300,us-east-1b
2023-12-16 20:47:06+00:00,c5a.2xlarge,Linux/UNIX,0.157300,us-east-1c
2023-12-16 20:32:36+00:00,c5a.2xlarge,Linux/UNIX,0.160600,us-east-1e
2023-12-16 19:17:23+00:00,c5a.2xlarge,Linux/UNIX,0.143600,us-east-1f
2023-12-16 19:02:27+00:00,c5a.2xlarge,Linux/UNIX,0.167600,us-east-1d
2023-12-16 16:32:41+00:00,c5a.2xlarge,Linux/UNIX,0.162000,us-east-1e
2023-12-16 15:03:57+00:00,c5a.2xlarge,Linux/UNIX,0.157900,us-east-1c
2023-12-16 15:03:57+00:00,c5a.2xlarge,Linux/UNIX,0.180000,us-east-1b
2023-12-16 14:17:33+00:00,c5a.2xlarge,Linux/UNIX,0.145500,us-east-1f
2023-12-16 10:31:54+00:00,c5a.2xlarge,Linux/UNIX,0.158700,us-east-1c
2023-12-16 08:17:59+00:00,c5a.2xlarge,Linux/UNIX,0.165600,us-east-1d
2023-12-16 07:47:00+00:00,c5a.2xlarge,Linux/UNIX,0.161700,us-east-1e
2023-12-16 07:02:14+00:00,c5a.2xlarge,Linux/UNIX,0.179700,us-east-1b
2023-12-16 06:47:27+00:00,c5a.2xlarge,Linux/UNIX,0.145300,us-east-1f
2023-12-16 02:02:49+00:00,c5a.2xlarge,Linux/UNIX,0.157900,us-east-1c
2023-12-16 02:02:49+00:00,c5a.2xlarge,Linux/UNIX,0.165500,us-east-1d
2023-12-15 23:47:04+00:00,c5a.2xlarge,Linux/UNIX,0.162800,us-east-1e
2023-12-15 23:01:57+00:00,c5a.2xlarge,Linux/UNIX,0.144600,us-east-1f
2023-12-15 20:02:28+00:00,c5a.2xlarge,Linux/UNIX,0.158200,us-east-1c
2023-12-15 19:17:31+00:00,c5a.2xlarge,Linux/UNIX,0.164700,us-east-1d
2023-12-15 18:18:00+00:00,c5a.2xlarge,Linux/UNIX,0.162400,us-east-1e
2023-12-15 16:02:28+00:00,c5a.2xlarge,Linux/UNIX,0.179400,us-east-1b
2023-12-15 14:17:24+00:00,c5a.2xlarge,Linux/UNIX,0.145700,us-east-1f
2023-12-15 11:32:26+00:00,c5a.2xlarge,Linux/UNIX,0.163300,us-east-1e
2023-12-15 11:17:25+00:00,c5a.2xlarge,Linux/UNIX,0.157800,us-east-1c
2023-12-15 10:47:30+00:00,c5a.2xlarge,Linux/UNIX,0.164300,us-east-1d
2023-12-15 10:17:26+00:00,c5a.2xlarge,Linux/UNIX,0.179000,us-east-1b
2023-12-15 09:17:26+00:00,c5a.2xlarge,Linux/UNIX,0.147600,us-east-1f
2023-12-15 07:32:31+00:00,c5a.2xlarge,Linux/UNIX,0.165100,us-east-1e
2023-12-15 06:02:30+00:00,c5a.2xlarge,Linux/UNIX,0.159400,us-east-1c
2023-12-15 05:47:41+00:00,c5a.2xlarge,Linux/UNIX,0.178500,us-east-1b
2023-12-15 02:01:58+00:00,c5a.2xlarge,Linux/UNIX,0.163800,us-east-1d
2023-12-15 01:32:29+00:00,c5a.2xlarge,Linux/UNIX,0.148600,us-east-1f
2023-12-14 22:32:47+00:00,c5a.2xlarge,Linux/UNIX,0.164400,us-east-1e
2023-12-14 22:32:47+00:00,c5a.2xlarge,Linux/UNIX,0.163200,us-east-1d
2023-12-14 22:02:30+00:00,c5a.2xlarge,Linux/UNIX,0.148900,us-east-1f
2023-12-14 21:47:03+00:00,c5a.2xlarge,Linux/UNIX,0.159100,us-east-1c
2023-12-14 21:47:03+00:00,c5a.2xlarge,Linux/UNIX,0.178100,us-east-1b
2023-12-14 17:32:25+00:00,c5a.2xlarge,Linux/UNIX,0.158800,us-east-1c
2023-12-14 17:17:28+00:00,c5a.2xlarge,Linux/UNIX,0.166300,us-east-1e
2023-12-14 17:01:54+00:00,c5a.2xlarge,Linux/UNIX,0.162800,us-east-1d
